latitude	longitude	mag
39.5698	-123.0697	3.1
33.6482	-116.7575	2.1
32.2372	-115.3703	2.8
34.008	-117.1787	2.4
33.5102	-116.4745	2.2
33.4895	-116.5688	2.2
40.3562	-124.3973	2.2
33.3527	-116.4123	2
35.7797	-118.5145	2.3
40.2827	-125.3932	2.7
34.0478	-117.1197	2
34.0095	-117.1805	2.8
34.0107	-117.1805	2
37.3218	-122.1013	2
33.4897	-116.4437	2
40.337	-124.6672	2.6
33.919	-117.0823	2.9
33.5063	-116.4555	2
38.7737	-122.7127	2.5
38.6457	-119.553	3.1
33.8777	-116.2002	2.2
34.0108	-117.1803	2.2
38.7788	-122.756	2.3
36.0792	-117.8825	2
37.351	-119.5733	2
35.0315	-116.971	2.2
38.8107	-122.7778	2.8
38.8158	-122.7847	2.7
38.8082	-122.7812	2
38.8255	-122.7797	3
38.825	-122.7978	3.4
38.827	-122.7973	3.9
38.8123	-122.7862	4.5
36.0082	-117.8043	2.3
38.8272	-122.8033	2
33.5125	-116.4542	2.3
33.5135	-116.4528	2.2
38.0307	-118.0784	2.23
36.5563	-121.1507	2
33.5062	-116.4758	2.5
32.684	-115.81	2.3
35.9597	-117.9343	2.2
41.0148	-123.2358	2.3
38.8168	-122.8062	2
34.0103	-117.1813	2.4
38.0265	-118.0611	2.83
36.0297	-117.7753	2.1
36.0368	-117.623	2.1
38.007	-118.0678	2.05
33.5092	-116.465	2.1
31.2537	-115.6358	2.1
33.5127	-116.475	3.4
39.4607	-117.1973	2.64
33.5133	-116.4755	2.2
36.8585	-120.8703	2.1
33.4893	-116.465	2.1
33.5128	-116.4062	2.1
33.5167	-116.4685	2.3
38.8413	-122.8297	2
38.5211	-119.2668	2.65
39.4701	-117.249	2.34
34.0602	-117.2635	2.1
43.1521	-110.8733	2
33.5055	-116.4612	2
33.6657	-118.3937	2.7
40.2912	-124.4958	2.9
39.4117	-116.9999	2.68
34.006	-117.176	2.2
44.196	-125.9933	2.1
38.0363	-118.0555	2.13
34.9398	-116.8212	2
38.5211	-119.2739	2.33
38.5227	-119.269	2.81
33.5142	-116.4662	2.1
33.5087	-116.4618	2
33.5072	-116.4753	2.5
33.5185	-116.4783	2.5
33.5125	-116.456	2.3
33.5115	-116.4648	2.2
33.5053	-116.466	2.7
33.5243	-116.4358	2.4
33.4912	-116.448	2.8
33.547	-116.4098	2.1
33.5477	-116.4063	2
33.5445	-116.3982	2.2
33.5088	-116.4402	2.1
33.4882	-116.4332	2.2
33.5053	-116.4542	2.2
33.5102	-116.4693	2
33.5088	-116.4657	2
33.521	-116.4378	2.3
33.5252	-116.4278	2.2
33.5032	-116.4628	2.1
33.5123	-116.4658	2.4
33.5012	-116.4582	2
33.5308	-116.4385	2.4
33.527	-116.4422	2.4
33.5047	-116.4615	2
33.5128	-116.4565	2.1
33.5128	-116.4483	2.2
33.5127	-116.4663	2.2
33.508	-116.4475	3
33.5025	-116.4572	4.7
33.5073	-116.4552	2.1
33.507	-116.4558	2.2
33.503	-116.4595	2.2
33.5037	-116.4628	2.6
40.2997	-124.5503	2.1
33.9502	-118.8885	2.1
38.531	-122.2258	2.2
38.0212	-118.0685	3.05
40.496	-125.5297	2.8
32.0553	-115.0858	2.1
40.144	-123.8178	2.1
44.9875	-116.714	2.4
33.872	-116.1943	2.3
34.0333	-117.2465	2.8
34.0325	-117.2472	2.7
33.2812	-116.7797	2
36.8568	-121.5932	2.8
37.2383	-119.8653	2.1
37.6917	-123.0027	3.3
31.2298	-115.9048	3.2
37.7557	-122.566	2.7
41.8295	-122.317	2.1
38.4468	-111.8853	2.1
39.6952	-117.1778	2.42
40.4457	-124.6368	2.2
38.7545	-122.7312	3.3
32.5705	-115.687	2.4
38.814	-122.7798	2
38.8142	-122.786	2.5
38.8128	-122.7813	2.1
38.8125	-122.816	2
37.7123	-121.9147	2.2
38.8105	-122.813	2
40.2942	-121.0063	2
37.1087	-121.8407	2
35.501	-118.4035	2.3
36.568	-121.122	2.1
36.5695	-121.1213	2.1
40.3075	-121.1685	2.5
42.5491	-111.0783	2.2
39.6022	-121.5722	2.4
39.602	-121.572	2.4
33.703	-116.8252	2.2
40.3422	-121.1403	2.1
34.0358	-117.2485	2.1
34.0335	-117.2473	3.5
38.7962	-122.7855	2.1
31.8703	-114.9533	3
38.7972	-122.7863	2.7
38.5542	-119.6173	2.4
34.417	-119.3995	2
33.9328	-116.6248	2
40.3097	-124.6732	2.7
40.285	-124.6423	2.4
40.3123	-124.6685	4.2
33.5033	-116.456	2.3
38.5215	-122.3805	2.1
33.5905	-115.9633	3
40.4803	-126.1357	3
40.9002	-121.821	2.2
40.9003	-121.823	2.2
38.8098	-122.8258	2
40.3992	-125.6555	2.8
33.5103	-116.4757	2.2
37.2902	-109.2323	2
37.4417	-117.5157	2.12
33.5942	-115.964	3
39.4139	-117.2641	2
33.5902	-115.9647	2
40.6288	-123.5052	3
35.8208	-116.8013	2
35.8298	-116.7997	4.1
36.651	-121.272	2.4
37.3625	-120.016	2.1
32.689	-115.8257	2.6
38.4759	-118.131	2.29
32.6885	-115.8253	3.1
36.01	-120.5743	2.4
38.776	-122.7302	2
38.8225	-122.8067	2.9
37.3577	-119.9983	2.1
42.565	-110.973	3.9
32.3335	-115.359	2.4
38.8107	-122.7943	2.1
38.028	-118.0502	2.25
36.5578	-121.072	2
36.9337	-113.6323	2
38.1295	-118.2589	3.63
31.9497	-116.1125	2
38.0269	-118.0787	2
38.0272	-118.0704	2.01
37.1597	-114.7962	2.8
38.0237	-118.0646	4.05
38.8203	-122.804	2.5
38.5658	-119.5085	2.9
32.8998	-116.2378	2.1
38.9975	-118.367	2.11
32.3478	-115.3673	2.2
32.3525	-115.37	2.2
40.2798	-124.4938	2.1
43.22	-126.565	5.2
33.9953	-116.78	2
41.735	-110.6465	2.6
32.2162	-115.3098	2.3
36.4368	-121.017	2.4
32.802	-115.4493	2.3
34.0202	-117.2205	3.6
38.7927	-122.7983	2.2
37.1595	-118.6472	2.6
35.7627	-118.0063	2.2
36.0163	-115.3287	2.3
31.215	-115.917	4.2
38.7485	-123.8247	2.2
38.2853	-117.1737	2.02
36.4565	-121.0285	2.3
34.8517	-116.4055	2.1
38.0336	-118.0609	2.09
38.836	-122.8252	2
38.8153	-122.814	2.5
32.336	-115.3537	2.4
32.3443	-115.3358	2.2
38.7877	-122.7618	2.4
38.0297	-118.0623	3.52
37.5608	-121.9528	2.9
38.8062	-122.8105	2.2
36.4413	-120.618	2.2
38.8237	-122.8037	2
36.998	-121.4558	2
32.393	-115.4642	2.2
33.2923	-116.2315	2.3
38.5521	-118.1797	2.49
32.132	-117.6893	4
36.6065	-121.2095	2.1
38.8058	-122.809	2
36.5028	-116.5785	2
38.8118	-122.812	2.3
40.3755	-124.8938	2.8
34.3318	-116.4538	2.2
38.0226	-118.0932	2.34
40.2967	-124.5038	2.9
37.1478	-121.5413	3.2
38.021	-118.0659	2.24
41.2169	-117.4837	3.5
33.2318	-116.0563	3.6
36.7703	-112.4898	2.1
33.86	-116.495	2.3
38.9603	-122.6968	2
36.0623	-120.082	2.3
40.409	-127.035	4.3
38.8338	-122.8085	2
39.6367	-123.3572	2
31.2267	-115.9478	2.9
36.8642	-121.5982	2.1
36.0203	-117.7033	2
37.862	-121.7822	2.7
40.2142	-122.7865	2.1
40.3737	-124.3013	2.7
34.6272	-116.6217	2.8
40.793	-124.7548	2.6
33.1883	-115.9823	2
42.5963	-125.5705	2.2
37.9106	-114.4116	2.66
38.513	-122.6242	2.6
36.074	-117.9887	2.1
40.4227	-124.5973	2.2
38.972	-122.6985	2
33.0142	-116.311	3.4
41.9407	-112.8525	2.1
34.8895	-120.3137	2.3
32.1912	-115.225	2.4
37.74	-122.1557	2.6
34.3555	-116.1922	2
33.4237	-109.2326	3.3
38.7221	-119.5175	2.1
38.8305	-122.8043	2
38.0258	-118.246	2.15
32.2035	-115.2712	2.2
34.1698	-116.8037	2.6
38.0508	-118.0412	2.42
40.2291	-115.286	2.48
38.028	-118.0358	2.53
32.281	-115.4335	2.3
38.0394	-118.0324	2.04
38.0412	-118.0243	2.68
36.6063	-118.075	2.1
38.0258	-118.0901	2.02
39.5475	-122.6957	2.5
38.8117	-122.8097	2.3
38.4573	-122.0087	2
40.3922	-124.3102	2.9
38.0289	-118.0073	2.31
39.8703	-122.6887	2.7
39.6747	-123.5448	3.4
40.3468	-124.3155	2.6
40.3788	-124.2835	2.8
37.1018	-119.268	2.1
37.5388	-118.822	2.6
38.0432	-118.0253	2.11
35.3265	-118.5787	2.1
40.3405	-124.3562	2.5
35.5702	-118.5338	2.2
32.2007	-115.2573	2.4
34.5037	-119.1083	2
38.0388	-118.0202	2.03
34.7853	-118.6297	3
38.0418	-118.0376	2.11
38.8065	-122.8207	2.4
38.0304	-118.0398	2.31
31.8372	-116.2157	2.7
38.032	-118.0504	3.17
38.0313	-118.04	3.79
33.0862	-115.0038	2
36.626	-120.8165	2
32.2222	-115.2773	2.7
38.0413	-118.0381	2.54
38.036	-118.0234	2.52
38.0402	-118.0246	2.51
38.0322	-118.0521	3.51
38.0328	-118.0097	2.15
38.0273	-118.041	2.07
38.0446	-118.0455	2.43
32.2192	-115.2827	3.1
38.8378	-122.782	2
38.0446	-118.0455	2.46
38.0317	-118.0549	3.95
38.0213	-118.0546	3.62
38.0317	-118.0275	2.19
38.0302	-118.0302	2.63
36.5578	-121.0705	2
40.385	-124.487	2.4
38.0256	-118.0378	3.15
38.0261	-118.0376	3.52
38.0265	-118.0342	3.68
38.0367	-118.0256	2
38.0188	-118.0576	2.56
37.969	-118.023	3.7
38.039	-118.1027	3.74
38.0353	-118.032	2.74
38.0331	-118.0643	2.21
38.026	-118.033	3.32
38.0325	-118.0365	2.17
38.0358	-118.0454	2.37
38.0351	-118.0379	2.02
38.0321	-118.0338	2.02
38.0275	-118.081	2.61
38.0281	-118.0524	2.56
38.0364	-118.0904	2.67
38.0283	-118.0525	5.06
34.7812	-118.6295	3
37.9247	-112.4638	2.2
36.5483	-121.1388	2.2
36.5003	-116.5793	2.6
35.9662	-121.0343	2.4
44.6515	-114.381	2.8
38.815	-122.8208	2.9
37.561	-118.8485	2.3
36.6203	-121.2252	2.1
37.5718	-118.8673	2
38.7658	-122.7397	2.6
38.7883	-122.762	2.8
38.5548	-119.6085	2.1
38.5572	-119.617	2.6
40.6092	-125.3253	3.1
33.5805	-116.4872	2.1
38.4395	-122.5122	2
35.8657	-121.9195	3
38.8148	-122.8237	2
38.7888	-122.7778	2.2
40.1882	-122.786	2
38.8193	-122.789	2
38.5605	-119.616	2.1
38.8127	-122.8192	3
36.8853	-121.6045	2
38.3675	-121.954	2.1
38.446	-122.0288	2
37.4579	-114.7947	2.45
33.2312	-119.2112	2.7
40.4165	-124.3927	2
33.3852	-116.396	2.3
38.4346	-116.4406	2.64
33.185	-115.6012	2.7
37.786	-113.1253	2.8
32.369	-115.2273	2.3
37.7732	-113.129	3.7
34.5685	-120.4995	2
37.7933	-113.1148	2.2
40.6538	-122.4267	2.2
37.7648	-113.1352	2.1
37.7692	-113.1378	2.4
37.7883	-113.1242	3.5
37.804	-113.1058	3.1
37.799	-113.115	2
37.406	-118.6	3
38.8473	-122.7817	2
33.8498	-116.8663	2
37.3895	-118.6785	2.4
37.3857	-118.6765	2.6
39.054	-121.7247	2.1
37.7835	-113.1282	2.7
32.4497	-115.5573	2
36.5915	-121.0515	2.7
40.1672	-121.1212	2.6
34.007	-117.1665	2.1
38.8298	-122.8327	2.8
37.2044	-114.7318	2
40.452	-126.006	3.5
38.8275	-122.8005	2.2
40.8143	-123.4602	2
38.1227	-115.0367	2.6
38.7892	-122.7425	2.9
44.5375	-114.3845	2.2
37.3477	-121.7088	2.5
43.2861	-110.9576	2
35.8065	-118.5025	2
36.455	-120.475	2.8
36.7827	-122.0898	2.5
31.872	-116.1997	2.5
